Tag	ClassType	DataType	Property	Value
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	ClassType	IO_NIDAQSCXIAnalogInput
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Tag	PUMP LEFT FORWARD SOLENOID
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Help	5
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	CalDate	
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	RWV1	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	RawValue	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Device	1
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	CP1	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	CP2	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	ProgID	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Type	
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Mapping	
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	Value	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Boolean	RaisesEvent	False
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	DeviceNmb	1
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	InputRange	10
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Enabled	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	Min	0
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Format	0.00
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	Gain	1
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	Scaling	0.1
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Group	Analog Inputs
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Detail	CAB(C5-J)  WIRE(231)
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	RWV2	1
PUMP LEFT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Units	
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Double	Max	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Boolean	SaveRequired	False
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	Channel	2
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	OutputPolarity	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	CalType	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	Direction	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Description	BLK(B-89) IO(702)
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Mapping	
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	ClassType	IO_NIDAQFreqOutput
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Tag	ENGINE SPEED SENSOR
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Help	5
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	EdgeMode	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	RawValue	
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	GateMode	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Device	2
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	ProgID	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Type	
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Double	Value	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Boolean	RaisesEvent	False
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	DeviceNmb	2
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Enabled	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Double	DutyCycle	0.5
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Double	Min	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Format	0.00
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	Int32	OutputType	0
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Detail	CAB(C5-K)  WIRE(233)
ENGINE SPEED SENSOR	IO_NIDAQFreqOutput	String	Units	
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Double	Max	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Boolean	SaveRequired	False
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	Channel	1
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	OutputPolarity	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	CalType	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	Direction	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Description	BLK(B-86) IO(701)
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Mapping	
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	ClassType	IO_NIDAQFreqOutput
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Tag	SPEED SENSOR RIGHT
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Help	5
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	EdgeMode	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	RawValue	
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	GateMode	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Device	1
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	ProgID	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Type	
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Double	Value	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Boolean	RaisesEvent	False
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	DeviceNmb	2
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Enabled	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Double	DutyCycle	0.5
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Double	Min	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Format	0.00
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	Int32	OutputType	0
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Detail	CAB(C5-E)  WIRE(218)
SPEED SENSOR RIGHT	IO_NIDAQFreqOutput	String	Units	
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	Channel	16
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-49) IO(216)
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Tag	DIAGNOSTIC GROUND
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Help	16
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	2
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	RawValue	
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Device	1
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	Port	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Type	
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Mapping	
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Int32	Value	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Enabled	0
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Format	
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C3-A)  WIRE(0)
DIAGNOSTIC GROUND	IO_NIDAQSCXIDigitalInput	String	Units	
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	Channel	1
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-2) IO(101)
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Tag	DIAGNOSTIC POWER UNSW
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Help	16
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	RawValue	
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Device	1
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	Port	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Type	
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Mapping	
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Int32	Value	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Enabled	0
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Format	
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C3-B)  WIRE(501)
DIAGNOSTIC POWER UNSW	IO_NIDAQSCXIDigitalInput	String	Units	
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Group	Analog Inputs
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	ModuleNmb	6
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	Max	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	Samples	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Boolean	SaveRequired	False
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	Channel	8
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	InputMode	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	Polarity	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	CalType	2
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	Direction	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Description	BLK(A-89) IO(608)
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	Offset	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	ChassisID	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	ClassType	IO_NIDAQSCXIAnalogInput
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Tag	CIGAR LIGHTER 12VDC
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Help	13
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	CalDate	
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	RWV1	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	RawValue	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Device	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	CP1	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	CP2	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	ProgID	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Type	
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Mapping	
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	Value	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Boolean	RaisesEvent	False
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	DeviceNmb	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	InputRange	10
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Enabled	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	Min	0
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Format	0.00
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Int32	Gain	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	Scaling	0.1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Group	Analog Inputs
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Detail	CAB(C15-1)  WIRE(501)
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	Double	RWV2	1
CIGAR LIGHTER 12VDC	IO_NIDAQSCXIAnalogInput	String	Units	
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Channel	17
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-50) IO(217)
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Tag	CIGAR LIGHTER GROUND
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Help	13
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	2
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	RawValue	
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Device	1
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Port	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Type	
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Mapping	
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Value	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Enabled	0
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Format	
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C15-2)  WIRE(0)
CIGAR LIGHTER GROUND	IO_NIDAQSCXIDigitalInput	String	Units	
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Channel	2
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-3) IO(102)
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Tag	WIPER RETURN POWER SWITCHED
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Help	15
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	RawValue	
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Device	1
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Port	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Type	
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Mapping	
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Value	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Enabled	0
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Format	
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C20-1)  WIRE(953)
WIPER RETURN POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Units	
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	Channel	3
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-4) IO(103)
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Tag	WIPER MOTOR POWER
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Help	15
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	RawValue	
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Device	1
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	Port	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Type	
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Mapping	
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Int32	Value	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Enabled	0
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Format	
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C20-2)  WIRE(935)
WIPER MOTOR POWER	IO_NIDAQSCXIDigitalInput	String	Units	
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	Channel	5
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-3) IO(405)
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Tag	WIPER RETURN SIGNAL
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Help	15
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	RawValue	
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Device	1
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Type	
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Mapping	
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Format	
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(C20-3)  WIRE(934)
WIPER RETURN SIGNAL	IO_NIDAQSCXIDigitalOutput	String	Units	
DISPLAYDigital Outputs	IOdisplay	String	Group	IOdisplay
DISPLAYDigital Outputs	IOdisplay	Boolean	Minimized	False
DISPLAYDigital Outputs	IOdisplay	Int32	Top	271
DISPLAYDigital Outputs	IOdisplay	Boolean	SaveRequired	False
DISPLAYDigital Outputs	IOdisplay	Int32	Invert	0
DISPLAYDigital Outputs	IOdisplay	String	ClassType	IOdisplay
DISPLAYDigital Outputs	IOdisplay	String	Tag	DISPLAYDigital Outputs
DISPLAYDigital Outputs	IOdisplay	Int32	Width	525
DISPLAYDigital Outputs	IOdisplay	Int32	ProgID	0
DISPLAYDigital Outputs	IOdisplay	Boolean	RaisesEvent	False
DISPLAYDigital Outputs	IOdisplay	String	Enabled	
DISPLAYDigital Outputs	IOdisplay	String	Format	
DISPLAYDigital Outputs	IOdisplay	String	Group	IOdisplay
DISPLAYDigital Outputs	IOdisplay	Int32	Height	127
DISPLAYDigital Outputs	IOdisplay	Int32	Left	3
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Channel	18
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-51) IO(218)
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Tag	WIPER GROUND
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Help	15
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	2
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	RawValue	
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Device	1
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Port	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Type	
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Mapping	
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Value	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Enabled	0
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Format	
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
WIPER GROUND	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C20-4)  WIRE(0)
